,page_id,avg_bits_per_token,avg_surprisal_per_token,total_bits,n_tokens,cer,levenshtein,gt_length,normalization_profile
0,3206244093,0.026575204852482263,0.010184686838734469,5.952845886956027,224,0.0031982942430703624,3,938,all
1,3200811975,0.028160049870807113,0.007659140260694011,12.334101843413515,438,0.0069407367859049655,13,1873,all
2,3207643520,0.16545745931848932,0.07798927705414013,108.54009331292899,656,0.03156510302498904,72,2281,all
3,3206251983,0.04278448543794639,0.016821707131878038,24.986139495760693,584,0.020161290322580645,50,2480,all
4,3206232849,0.013521032234898945,0.00432733584010265,7.977409018590377,590,0.004249893752656183,10,2353,all
5,3200810284,0.07943198440891121,0.030034048189272574,75.46038518846565,950,0.01631086591508755,68,4169,all
6,3200813820,0.046438365443479075,0.018803551643232455,19.64342858259165,423,0.007151370679380214,12,1678,all
7,3200810928,0.029664043434373188,0.010012842026733403,19.400284406080065,654,0.006987863184994484,19,2719,all
8,3206244332,0.08722714073299381,0.03182389193772597,26.865959345762096,308,0.08059023836549375,71,881,all
9,3206270929,0.07854096085607745,0.033364444468377746,55.60700028610284,708,0.07438281500480923,232,3119,all
10,3200801615,0.00958996508397639,0.0017364785379407517,4.401793973545163,459,0.0024260067928190197,5,2061,all
11,3206206301,0.2574287108455302,0.1382418953649634,369.4102000633359,1435,0.09079075821672633,558,6146,all
12,3206269975,0.04056966746602773,0.012839222582587262,20.609391072742085,508,0.006430868167202572,14,2177,all
13,3206202140,0.015121218061266643,0.005189804923755749,9.223943017372653,610,0.0027537372147915028,7,2542,all
14,3206305372,0.020349645987622997,0.00493607469004353,13.756360687633146,676,0.004188481675392671,12,2865,all
15,3206240005,0.022621828199284055,0.007481443292200597,13.663584232367569,604,0.005407493240633449,14,2589,all
16,3206248903,0.06051235787469547,0.021016742901517643,40.301230344547186,666,0.015764958796130418,44,2791,all
17,3206238351,0.03488480375862665,0.01069798891046655,24.593786649831785,705,0.0077545515846257585,23,2966,all
18,3206320990,0.07920309478414674,0.03147224690726566,72.94605029619915,921,0.021402784940691078,83,3878,all
19,3205297646,0.006301821568612342,0.001019526825677514,1.714095466662557,272,0.002329192546583851,3,1288,all
20,3206223815,0.03962810838920189,0.017829824826299346,23.657980708353527,597,0.01792413505627345,43,2399,all
21,3200812236,0.011892654774071375,0.003021421071367742,2.6996326337142023,227,0.0011074197120708748,1,903,all
22,3206329327,0.022303105292813024,0.007543287302434539,15.589870599676305,699,0.004995004995004995,15,3003,all
23,3200810927,0.016157930397339478,0.0031361307768837006,9.953285124761118,616,0.004739336492890996,12,2532,all
24,3206223532,0.026944318157752115,0.009577566869163784,21.90573066225247,813,0.006161971830985915,21,3408,all
25,3206234047,0.031256227396656976,0.012087103694409733,20.59785385439695,659,0.004775900073475386,13,2722,all
26,3200801633,0.011547155164092394,0.0027254240031916064,7.424820770511409,643,0.002902757619738752,8,2756,all
27,3207644658,0.050131489906328416,0.020647991032522947,26.31903220082242,525,0.004426737494466578,10,2259,all
28,3206222380,0.016941852383500308,0.0037177195122236333,11.842354816066715,699,0.004905395935529082,14,2854,all
29,3200810599,0.020766366761550203,0.006022741914668707,12.35598822312237,595,0.023997000374953132,64,2667,all
30,3206232666,0.09409682339066314,0.03885049090451898,55.32893215370993,588,0.031190566755420313,82,2629,all
31,3206222959,0.04548461815195783,0.01856599029894731,42.25521026316883,929,0.010435690060005217,40,3833,all
32,3206197609,0.0243743836010896,0.007272822649864563,14.64900454425485,601,0.004205214465937763,10,2378,all
33,3206245325,0.020295454848668546,0.006698646653809009,11.142204711919032,549,0.004639392661324336,11,2371,all
34,3200810452,0.025595174356408696,0.009000134201752195,16.30412606503234,637,0.0018037518037518038,5,2772,all
35,3206258240,0.023133110042548206,0.007227854303535266,12.006084112082519,519,0.0055996266915538965,12,2143,all
36,3200812741,0.03675504036643411,0.011310314880959772,24.772897206976587,674,0.003808864265927978,11,2888,all
37,3206191121,0.029412394376323925,0.010135976655352886,16.235641695730806,552,0.005747126436781609,14,2436,all
38,3200810915,0.04585540212071602,0.01735410183826764,38.9312364004879,849,0.010282098602689164,39,3793,all
