,page_id,avg_bits_per_token,total_bits,n_tokens,cer,levenshtein,gt_length,normalization_profile
0,3200811036,0.016298301540134025,2.42844692947997,149,0.003194888178913738,2,626,all
1,3206277693,0.034186253426171286,15.96498035002199,467,0.030606860158311346,58,1895,all
2,3206274505,0.03248948339755347,15.692420481018326,483,0.005870841487279843,12,2044,all
3,3206244096,0.031710684578784794,14.935732436607639,471,0.006965174129353234,14,2010,all
4,3200810696,0.024821881934129188,15.439210563028354,622,0.022370486656200943,57,2548,all
5,3206260927,0.029268002182674238,8.312112619879484,284,0.0039494470774091624,5,1266,all
6,3206260986,0.022155354257865034,6.580140214585915,297,0.003720238095238095,5,1344,all
7,3200811364,0.03682571432253179,26.588165740867954,722,0.005970149253731343,18,3015,all
8,3200808403,0.0188397622764599,13.809545748645107,733,0.0024837007140639552,8,3221,all
9,3206210942,0.07775646073476988,67.57036437851502,869,0.013016411997736276,46,3534,all
10,3200810305,0.01618904493452972,8.15927864700298,504,0.0008787346221441124,2,2276,all
11,3206200618,0.03245256122019836,15.901754997897195,490,0.0035257822829440283,8,2269,all
12,3200807901,0.015445396467603324,8.201505524297366,531,0.0018700327255726976,4,2139,all
13,3206240619,0.023910395997856354,10.401022259067513,435,0.005926724137931034,11,1856,all
14,3206223340,0.02621291681350791,12.241432151908194,467,0.0018788163457022077,4,2129,all
15,3206191683,0.04429792198747378,26.3572635825469,595,0.40251916757940853,735,1826,all
16,3206329007,0.03376973621292175,15.128841823388946,448,0.005189413596263622,10,1927,all
17,3200811795,0.0331367593812526,17.297388397013858,522,0.00510204081632653,12,2352,all
18,3206247301,0.040139391545903014,17.62119288865142,439,0.015599784830554062,29,1859,all
19,3200811629,0.029928688522993224,13.617553277961918,455,0.00466804979253112,9,1928,all
20,3206329377,0.041744666903575374,5.218083362946921,125,0.0035026269702276708,2,571,all
21,3206247303,0.03608307007818735,16.093049254871556,446,0.0016068559185859668,3,1867,all
22,3206310424,0.017663043350435764,10.014945579697077,567,0.006565449322938038,16,2437,all
23,3207165983,0.024165816439026103,15.103635274391314,625,0.0011511895625479663,3,2606,all
24,3200812234,0.02330384722530843,12.537469807215937,538,0.002152389151958674,5,2323,all
25,3200810884,0.016410658259567116,8.18891847152399,499,0.0026845637583892616,6,2235,all
26,3206327803,0.02781543483213628,15.993875028478362,575,0.0031708283789139914,8,2523,all
27,3200807881,0.022888257695063485,13.320965978526948,582,0.01442672741078208,38,2634,all
28,3200810703,0.024210595143927715,10.337924126457134,427,0.025789473684210525,49,1900,all
29,3206192201,0.023297768396380873,18.475130338330032,793,0.007075471698113208,24,3392,all
30,3206277734,0.02331836458514503,10.959631355018164,470,0.002054442732408834,4,1947,all
31,3200811336,0.05058375572060365,28.02340066921442,554,0.01559792027729636,36,2308,all
32,3206199899,0.042780539793868616,23.400955267246133,547,0.014505494505494506,33,2275,all
33,3206227140,0.0506183998017419,28.39692228877721,561,0.05764411027568922,138,2394,all
34,3206239803,0.02006389851080065,10.774313500299948,537,0.0076370170709793355,17,2226,all
35,3206190899,0.038559095974333886,20.55199815431996,533,0.007400957771005659,17,2297,all
36,3206270727,0.029859561929632475,14.452027973942117,484,0.01991465149359886,42,2109,all
37,3206253370,0.018737352407117165,9.668473842072457,516,0.00660883932259397,16,2421,all
38,3206250097,0.02316379378818337,12.809577964865404,553,0.003357112882920688,8,2383,all
39,3200810270,0.013577572682728915,8.689646516946505,640,0.004130679684566279,11,2663,all
40,3206320800,0.03161744999755002,19.34987939850061,612,0.014332965821389196,39,2721,all
41,3200807902,0.013236854632529335,7.214085774728487,545,0.013980263157894737,34,2432,all
42,3206238641,0.025560023967153688,12.703331911675383,497,0.0034330554193231977,7,2039,all
43,3200811892,0.03432031376787759,19.56257884769023,570,0.003211561621838619,8,2491,all
44,3200813773,0.013360386793051203,7.508537377694776,562,0.002551020408163265,6,2352,all
45,3206320497,0.0665417525167014,35.33367058636844,531,0.010238907849829351,24,2344,all
46,3206261127,0.07958181838720055,42.8946001107011,539,0.006558810668998688,15,2287,all
47,3200812246,0.053343669108800604,32.53963815636837,610,0.012089810017271158,35,2895,all
48,3206245847,0.08241697409444199,76.48295195964216,928,0.024409244352116333,94,3851,all
49,3206258468,0.01621613725821167,10.378327845255468,640,0.0035112359550561797,10,2848,all
50,3200810928,0.030418104674183873,19.893440456916252,654,0.006987863184994484,19,2719,all
51,3200810651,0.03205201545281796,19.199157256237957,599,0.0078125,20,2560,all
52,3206252774,0.058227454170028475,35.5769744978874,611,0.04673684210526316,111,2375,all
53,3206257731,0.021030009381157375,13.101695844461045,623,0.005983246908655764,15,2507,all
54,3207644658,0.05180483044116377,27.19753598161098,525,0.004426737494466578,10,2259,all
55,3200801633,0.010422732414393631,6.701816942455105,643,0.002902757619738752,8,2756,all
56,3206257745,0.02962683723988038,17.479833971529423,590,0.00702301989855638,18,2563,all
57,3206206758,0.04994423314396821,29.81670718694902,597,0.017939090529828953,43,2397,all
58,3206327774,0.03209065697313119,22.303006596326174,695,0.010756543564001434,30,2789,all
59,3205297535,0.03353809023600575,20.055777961131437,598,0.0036437246963562753,9,2470,all
60,3206232665,0.028131660470444447,17.413497831205113,619,0.002736512900703675,7,2558,all
61,3206187528,0.028402163486304404,20.932394489406345,737,0.006035578144853875,19,3148,all
62,3206274507,0.030379618868372114,12.334125260559079,406,0.013056379821958458,22,1685,all
63,3206201313,0.043417567924576864,27.83066103965377,641,0.002876663070837828,8,2781,all
64,3206328498,0.03411888111932864,23.57614685345609,691,0.004162330905306972,12,2883,all
65,3200808408,0.06060741719270865,36.78870223597415,607,0.010180109631949883,26,2554,all
