,page_id,avg_bits_per_token,avg_surprisal_per_token,total_bits,n_tokens,cer,levenshtein,gt_length,normalization_profile
0,3200797029,0.014880302692181173,0.0032200616701376287,7.246707411092231,487,0.0024330900243309003,5,2055,all
1,3200810460,0.1045747148583031,0.03928311981620939,53.43767929259288,511,0.027259684361549498,57,2091,all
2,3200807881,0.017662367391366392,0.009582383197133695,10.261835454383874,581,0.014806378132118452,39,2634,all
3,3200801619,0.02086641734258616,0.007189363760920498,12.540716822894282,601,0.004983980064079744,14,2809,all
4,3200807889,0.030196520643785255,0.016141186762758882,18.540663675284147,614,0.014470677837014471,38,2626,all
5,3200810216,0.020840475022646694,0.008718795280302376,9.89922563575718,475,0.014515292897874546,28,1929,all
6,3200812533,0.10026675661172132,0.040017343111853426,103.17449255346125,1029,0.022453703703703705,97,4320,all
7,3200810602,0.023714654112642064,0.009323494944199838,17.4777000810172,737,0.0034998409163219855,11,3143,all
8,3200807900,0.01778321053065399,0.005558159130370982,9.567367265491846,538,0.004856512141280353,11,2265,all
9,3200810768,0.030099294320873247,0.009312970390889961,18.54116530165792,616,0.006614303431169905,16,2419,all
10,3200808401,0.01960249616586886,0.005319110281338378,8.958340747802069,457,0.003271537622682661,6,1834,all
11,3200808407,0.03332563887151209,0.01325111202964567,24.69429840379046,741,0.008067018305926156,26,3223,all
12,3200797034,0.028034675384425545,0.00908294047057173,16.764735879886477,598,0.0037778617302606727,10,2647,all
13,3200810145,0.33158099824136045,0.189005578008264,298.09131741898307,899,0.16085428494187617,595,3699,all
14,3200801615,0.008948217776828362,0.0014822144764377574,4.107231959564218,459,0.0024260067928190197,5,2061,all
15,3200810285,0.04184680863319658,0.01600389494445033,27.40965965474376,655,0.014587892049598834,40,2742,all
16,3200810900,0.0255633533539255,0.010883779133491355,14.008717637951174,548,0.00039635354736424893,1,2523,all
17,3200812911,0.03241890172653201,0.012435885080707414,22.531136699939747,695,0.013739946380697051,41,2984,all
18,3200811330,0.032860866626847375,0.011265850851015093,23.232632705181096,707,0.014352469959946596,43,2996,all
19,3200810266,0.012536431167138644,0.0038698404310200645,7.183375058770443,573,0.0024449877750611247,6,2454,all
20,3200810717,0.021357343710042154,0.008021311190528457,11.789253727943269,552,0.01231945624468989,29,2354,all
21,3200811327,0.01956305127264694,0.004745374835295986,14.574473198121972,745,0.0028230865746549563,9,3188,all
22,3200801612,0.12020411954369559,0.05784706163873085,119.72330306552081,996,0.04295837023914969,194,4516,all
23,3200810748,0.025869392986496053,0.009954624011526433,16.32358697447901,631,0.0032074126870990736,9,2806,all
24,3200801632,0.02077993650012104,0.008413674514146643,13.423838979078193,646,0.014314928425357873,42,2934,all
25,3200801634,0.008043078742380819,0.003437660061577392,3.804376245146127,473,0.002474022761009401,5,2021,all
26,3200807879,0.018890554433032537,0.007263045183367282,7.631783990945145,404,0.0030379746835443038,6,1975,all
27,3200807974,0.03728309328420078,0.017275601918653363,29.080812761676604,780,0.006748466257668712,22,3260,all
28,3200801613,0.017281564773117264,0.003441540663013434,10.265249475231656,594,0.0033769523005487546,8,2369,all
29,3200807899,0.010819443994820058,0.002270113496794238,6.686416388798796,618,0.002916514764855997,8,2743,all
30,3200810647,0.033154877114157155,0.008972229284780494,5.039541321351888,152,0.002976190476190476,2,672,all
31,3200810760,0.03224024725446386,0.00976676112190359,23.245218270468442,721,0.0027845457709711106,8,2873,all
32,3200810134,0.03930323554056087,0.014214729212664522,10.965602715816484,279,0.0017513134851138354,2,1142,all
33,3200801622,0.022351433915345463,0.009332314332806992,7.9571104738629845,356,0.031826861871419476,50,1571,all
34,3200801630,0.06583645171305903,0.03020405822175933,65.63894235791986,997,0.032112274024738346,135,4204,all
35,3200810296,0.046490527269047906,0.024576053670489952,20.45583199838108,440,0.01282051282051282,24,1872,all
36,3200808398,0.06382270895191698,0.028694615371834573,60.24863725060963,944,0.02192873162222776,88,4013,all
37,3200810696,0.024919146396037106,0.007414283440813718,15.49970905833508,622,0.022370486656200943,57,2548,all
38,3200810951,0.03806490608056936,0.01034592243001535,26.569304444237414,698,0.002031832035218422,6,2953,all
39,3200810283,0.05597581188208987,0.0249299981383106,36.216350287712146,647,0.02112676056338028,57,2698,all
40,3200811290,0.017553427999536495,0.004739147149737371,10.654930795718652,607,0.002276176024279211,6,2636,all
41,3200810905,0.08911846358807674,0.03786965072665524,96.33705913871096,1081,0.028072502210433246,127,4524,all
42,3200808400,0.02586624906433217,0.008855101557175159,22.50363668596899,870,0.013787721123829344,53,3844,all
43,3200797037,0.025913117077256465,0.012190837102307742,15.832914534203699,611,0.022863568215892055,61,2668,all
44,3200811032,0.018907402840014575,0.006710415758322255,13.046107959610058,690,0.003103448275862069,9,2900,all
45,3200810305,0.013194587979195796,0.002967177844763647,6.847991161202618,519,0.0017574692442882249,4,2276,all
46,3200810276,0.15319277022245856,0.08228115625325028,162.53752920602852,1061,0.07617845117845118,362,4752,all
47,3200811798,0.04371725620842709,0.015981932159030304,31.3015554452338,716,0.0037012113055181696,11,2972,all
48,3200810790,0.01969221334466742,0.004719691871027921,12.130403420315131,616,0.004152249134948097,12,2890,all
49,3200810766,0.044245790956311266,0.018906685716841877,27.034178274306186,611,0.014154552410099464,37,2614,all
50,3200810742,0.027370946445920967,0.008084820153973486,17.681631404064944,646,0.004335260115606936,12,2768,all
51,3200812242,0.028741372841667463,0.009258606699106069,18.969306075500526,660,0.006925207756232687,20,2888,all
52,3200810281,0.029238743170674538,0.010597642197261217,11.34463235022172,388,0.008965929468021518,15,1673,all
53,3200797032,0.024657479677812323,0.006449009562625334,8.827377724656811,358,0.002770083102493075,4,1444,all
54,3200811642,0.05051334644129967,0.017844902853076123,51.574126716566965,1021,0.023281844638459816,104,4467,all
55,3200801633,0.0128184947257105,0.0035017439366614844,8.242292108631851,643,0.002902757619738752,8,2756,all
56,3200812377,0.035349142898751525,0.010227160288922175,14.59919601718438,413,0.023516237402015677,42,1786,all
57,3200811364,0.034113411243030446,0.010118801707888037,24.595769506224954,721,0.007296849087893864,22,3015,all
58,3200810117,0.046809227796035684,0.016590214122683227,32.90688714061309,703,0.0029498525073746312,9,3051,all
59,3200810269,0.02044352406951558,0.006045466297888531,10.364866703244399,507,0.006066734074823054,12,1978,all
60,3200801629,0.0833732241419847,0.040348374538724176,90.62669464233737,1087,0.04050187101034559,184,4543,all
61,3200810270,0.01600952861166116,0.004593919720254274,10.246098311463143,640,0.004130679684566279,11,2663,all
62,3200811894,0.022447589100624752,0.007162562705437974,12.525754718148612,558,0.002025111381125962,5,2469,all
63,3200810261,0.02811653217185456,0.011693746224285213,24.208334199966778,861,0.019029233314947602,69,3626,all
64,3200803401,0.020767278074702064,0.005720458942156116,12.37729773252243,596,0.0037846930193439865,9,2378,all
65,3200810901,0.023261347740971952,0.007606048167332441,13.538104385245676,582,0.019910605444941082,49,2461,all
66,3200807886,0.010232071516727108,0.00196266089814927,5.494622404482457,537,0.0012815036309269544,3,2341,all
67,3200811147,0.025051460440708967,0.006514196589903078,14.504795595170492,579,0.012956419316843345,33,2547,all
68,3200810322,0.02799992676624477,0.008232776761899405,22.42794133976206,801,0.0035767511177347243,12,3355,all
69,3200810211,0.032987257985280946,0.013155719601209261,11.87541287470114,360,0.002512562814070352,4,1592,all
70,3200811362,0.055028689289461565,0.02229389238126726,46.55427113888448,846,0.019613111230521226,73,3722,all
71,3200803403,0.07804355754701599,0.03599142174360543,76.1705121658876,976,0.03133097762073027,133,4245,all
72,3200810957,0.02610193397905652,0.007620594240639877,19.13271760664843,733,0.0036776997659645604,11,2991,all
73,3200810954,0.03714525061310285,0.017138409022463087,24.10726764790375,649,0.016094420600858368,45,2796,all
74,3200809847,0.026793434682004357,0.01188393240727076,18.058774975670936,674,0.013605442176870748,40,2940,all
75,3200811325,0.03179165350117031,0.012302235828566564,19.42470028921506,611,0.0011123470522803114,3,2697,all
76,3200810213,0.010738838250148448,0.0027914209460500445,7.624575157605397,710,0.0012426219322771047,4,3219,all
77,3200811267,0.053884927320371236,0.022010640403549327,28.612896407117127,531,0.0176268271711092,41,2326,all
78,3200812234,0.022726081649099058,0.006564667872138075,12.226631927215292,538,0.002152389151958674,5,2323,all
79,3200810140,0.037721365722191175,0.01441853479986761,28.102417463032427,745,0.0165491878639289,54,3263,all
80,3200810876,0.023158861775491316,0.008867011353609944,9.124591539543578,394,0.001141552511415525,2,1752,all
81,3200811447,0.037045913834321265,0.019308382314234967,21.96822690375251,593,0.0038284839203675345,10,2612,all
82,3200809738,0.017747598375057967,0.005376853148566616,9.35298434365555,527,0.0030198446937014668,7,2318,all
83,3200810738,0.026264682714072934,0.014072359963139124,18.096366389996252,689,0.04676489429852659,146,3122,all
84,3200803382,0.16187884474474612,0.07742721575196872,172.07721196366512,1063,0.05789473684210526,253,4370,all
85,3200810564,0.09146132910073716,0.04092813678108762,65.30338897792633,714,0.007271577616187164,23,3163,all
86,3200807892,0.005678087426340628,0.001821722047801119,3.355749668967311,591,0.0024518388791593695,7,2855,all
87,3200810209,0.20669569426839804,0.12227187483346995,262.0901403323287,1268,0.11160084626234132,633,5672,all
88,3200812698,0.1629348467177187,0.07529046034524864,172.54800267406412,1059,0.052934131736526946,221,4175,all
89,3200811024,0.021142664605576303,0.0064564342835873026,11.459324216222356,542,0.015966386554621848,38,2380,all
