,page_id,avg_bits_per_token,total_bits,n_tokens,cer,levenshtein,gt_length,normalization_profile
0,3206244093,0.029098052530047727,6.721650134441025,231,0.0031982942430703624,3,938,all
1,3200811975,0.026855472514698983,11.762696961438154,438,0.007474639615589963,14,1873,all
2,3207643520,0.1663972113449943,109.98855669904124,661,0.0263042525208242,60,2281,all
3,3206251983,0.04644660354034562,26.38167081091631,568,0.01653225806451613,41,2480,all
4,3206232849,0.018294337627414583,10.409478109998897,569,0.0021249468763280916,5,2353,all
5,3200810284,0.07722167093725076,73.28336571945097,949,0.021827776445190693,91,4169,all
6,3200813820,0.03865610693032907,16.3515332315292,423,0.00834326579261025,14,1678,all
7,3200810928,0.03112642337144644,20.35668088492597,654,0.006987863184994484,19,2719,all
8,3206244332,0.08595367378675088,27.934943980694037,325,0.07832009080590238,69,881,all
9,3206270929,0.07730607609753046,56.27882339900217,728,0.05674895799935877,177,3119,all
10,3200801615,0.01001860715538414,4.59854068432132,459,0.0024260067928190197,5,2061,all
11,3206206301,0.21285839371305718,303.5360694348195,1426,0.08265538561666125,508,6146,all
12,3206269975,0.03873346708818871,19.67660128079986,508,0.006890215893431328,15,2177,all
13,3206202140,0.013508163683824192,8.239979847132757,610,0.0027537372147915028,7,2542,all
14,3206305372,0.020023821558516983,13.53610337355748,676,0.004188481675392671,12,2865,all
15,3206240005,0.020283095141015155,12.271272560314168,605,0.005407493240633449,14,2589,all
16,3206248903,0.05799258542098623,38.62306189037683,666,0.016481547832318165,46,2791,all
17,3206238351,0.03087807665374079,21.76904404088726,705,0.0077545515846257585,23,2966,all
18,3206320990,0.0680531804053827,62.67697915335747,921,0.017534811758638472,68,3878,all
19,3205297646,0.03676029965585429,10.182603004671638,277,0.0007763975155279503,1,1288,all
20,3206223815,0.036812240027922195,22.30821745692085,606,0.01709045435598166,41,2399,all
21,3200812236,0.010757436720148554,2.441938135473722,227,0.0011074197120708748,1,903,all
22,3206329327,0.017785708605636174,12.432210315339685,699,0.004329004329004329,13,3003,all
23,3200810927,0.016799273399624132,10.348352414168465,616,0.004739336492890996,12,2532,all
24,3206223532,0.028937700930890386,23.526350856813885,813,0.006455399061032864,22,3408,all
25,3206234047,0.030919324073310658,20.406753888385033,660,0.004775900073475386,13,2722,all
26,3200801633,0.010314126621454126,6.631983417595003,643,0.002902757619738752,8,2756,all
27,3207644658,0.04936568280275434,25.91698347144603,525,0.004426737494466578,10,2259,all
28,3206222380,0.01794533157366109,12.543786769989103,699,0.004905395935529082,14,2854,all
29,3200810599,0.01956680258771735,11.642247539691825,595,0.024371953505811773,65,2667,all
30,3206232666,0.09970950659716529,58.62918987913319,588,0.03765690376569038,99,2629,all
31,3206222959,0.04444916452032601,41.11547718130156,925,0.008087659796504044,31,3833,all
32,3206197609,0.024789503274054797,14.898491467706933,601,0.004625735912531539,11,2378,all
33,3206245325,0.01775838550916316,9.731595259021413,548,0.003374103753690426,8,2371,all
34,3200810452,0.021919950943751237,13.96300875116954,637,0.0018037518037518038,5,2772,all
35,3206258240,0.02479771826737202,12.870015780766078,519,0.0055996266915538965,12,2143,all
36,3200812741,0.033682982551693004,22.702330239841086,674,0.003808864265927978,11,2888,all
37,3206191121,0.0286277259170941,15.802504706235942,552,0.005747126436781609,14,2436,all
38,3200810915,0.047830537122776545,40.70378709148284,851,0.012654890587925125,48,3793,all
39,3200801632,0.020702613551064068,13.622319716600156,658,0.013292433537832311,39,2934,all
40,3206235685,0.03357225738955562,12.757457808031134,380,0.008974358974358974,14,1560,all
41,3206328941,0.036253914957799865,15.77045300664294,435,0.008989952406134321,17,1891,all
42,3206225928,0.022373370656904253,17.697336189611264,791,0.013379872018615475,46,3438,all
43,3206277695,0.03592688007999521,18.61012388143752,518,0.004801396769969445,11,2291,all
44,3200812712,0.021117997017656306,6.2298091202086106,295,0.0015255530129672007,2,1311,all
45,3206314316,0.02484591549809468,18.187210144605306,732,0.0059692114357524344,19,3183,all
46,3206329377,0.04359159768861481,5.4489497110768506,125,0.0035026269702276708,2,571,all
47,3200811892,0.032151740483063726,18.326492075346323,570,0.003211561621838619,8,2491,all
48,3206257745,0.025578446725800303,15.065705121496379,589,0.005072181037846274,13,2563,all
49,3200810882,0.023501732436765788,13.137468432152076,559,0.01702127659574468,40,2350,all
50,3200807974,0.03407454305831926,26.5440690424307,779,0.007361963190184049,24,3260,all
51,3206247301,0.04604543579572166,20.444173493300415,444,0.01613770844540075,30,1859,all
52,3206253371,0.03523065573593327,22.441927703789496,637,0.008504058755315036,22,2587,all
53,3206235678,0.07430367622369227,70.36558138383658,947,0.016812692398768647,71,4223,all
54,3206241106,0.023324330253123568,18.09968027642389,776,0.005476118040766657,18,3287,all
55,3200812918,0.028886580526415247,11.583518791092514,401,0.0034403669724770644,6,1744,all
56,3200807901,0.02093542548563211,10.844550401557434,518,0.0018700327255726976,4,2139,all
57,3200807900,0.01818822850132896,9.785266933714981,538,0.004856512141280353,11,2265,all
58,3206238634,0.03768454946803949,11.493787587752044,305,0.0027472527472527475,4,1456,all
59,3206258239,0.0269185886664205,11.736504658559337,436,0.003186404673393521,6,1883,all
60,3206227018,0.3125062248676161,362.8197270713023,1161,0.11995884773662552,583,4860,all
61,3200811032,0.030375143950127727,21.232225621139282,699,0.0020689655172413794,6,2900,all
62,3206257161,0.03925769571918915,29.40401409367267,749,0.009535918626827717,30,3146,all
63,3200810790,0.023231042015788853,14.310321881725933,616,0.004498269896193772,13,2890,all
64,3206239500,0.06103984967765854,20.08211054394966,329,0.0205078125,21,1024,all
65,3200810926,0.020300179356131192,10.840295776174056,534,0.0036719706242350062,9,2451,all
66,3200811290,0.018566887058580096,11.27010044455812,607,0.002276176024279211,6,2636,all
67,3206328498,0.03405209185006924,22.78084944769632,669,0.003121748178980229,9,2883,all
68,3206232857,0.05045248295719861,43.03596796249042,853,0.011754827875734676,42,3573,all
69,3200810717,0.020359507004563262,11.258807373523483,553,0.01231945624468989,29,2354,all
70,3206266075,0.022353140661750245,14.194244320211405,635,0.014654839953721558,38,2593,all
71,3200810564,0.06190474296386797,44.323795962129466,716,0.00853619981030667,27,3163,all
72,3200810958,0.1469391927159243,160.60453763850524,1093,0.1579778830963665,800,5064,all
73,3206192213,0.025774091027717227,14.948972796075992,580,0.012085769980506823,31,2565,all
74,3200801629,0.10573133143955354,113.5554499660805,1074,0.05238828967642527,238,4543,all
75,3206211940,0.10066904466355786,103.58844695880104,1029,0.033474670832403484,150,4481,all
76,3206223309,0.04459072958658211,29.51906298631736,662,0.005636978579481398,15,2661,all
77,3206275818,0.04047519694261458,16.190078777045834,400,0.012935883014623173,23,1778,all
78,3200811428,0.05145208511215005,38.12599506810319,741,0.008225245175577349,26,3161,all
79,3200810876,0.018303925225444037,7.211746538824951,394,0.001141552511415525,2,1752,all
80,3206252771,0.02511752934960005,15.472398079353631,616,0.022857142857142857,60,2625,all
81,3206212365,0.06192576978568772,60.315699771259844,974,0.024324981756263683,100,4111,all
82,3200808407,0.03137269241973416,23.24716508302301,741,0.008067018305926156,26,3223,all
83,3206233263,0.040670101571015485,4.351700868098657,107,0.009029345372460496,4,443,all
84,3200812731,0.016977337516535452,4.193402366584257,247,0.0036101083032490976,4,1108,all
85,3206225730,0.022977265495265166,16.91126740451516,736,0.0025380710659898475,8,3152,all
86,3206270911,0.02281039002944648,7.116841689187302,312,0.030087094220110848,38,1263,all
87,3206320497,0.05789637493616715,30.742975091104757,531,0.008959044368600682,21,2344,all
88,3206191883,0.011715276528373644,6.373110431435262,544,0.006260434056761269,15,2396,all
89,3200797037,0.025670265859268824,15.684532440013252,611,0.022863568215892055,61,2668,all
90,3206200618,0.042375528668266,20.509755875440746,484,0.0022036139268400176,5,2269,all
91,3206227122,0.027087883238227205,18.934430383520816,699,0.01036096256684492,31,2992,all
92,3206247284,0.040524549428530676,21.275388449978603,525,0.012351124834583149,28,2267,all
93,3200811144,0.04138325665386241,33.23075509305151,803,0.019347386658966213,67,3463,all
94,3200811325,0.034186696872480986,20.88807178908588,611,0.0011123470522803114,3,2697,all
95,3207644853,0.027155501939487188,12.681619405740516,467,0.0044204322200392925,9,2036,all
96,3200811447,0.039628760776427595,22.350621077905164,564,0.0030627871362940277,8,2612,all
97,3200808393,0.041680604454048795,25.466849321423815,611,0.006636250518457071,16,2411,all
98,3206325269,0.16110965566821617,176.89840192370136,1098,0.05233171555180418,248,4739,all
