,page_id,avg_bits_per_token,total_bits,n_tokens,cer,levenshtein,gt_length,normalization_profile
0,3206235678,0.07430367622369227,70.36558138383658,947,0.016812692398768647,71,4223,all
1,3206252920,0.018247393690467455,11.550600206065898,633,0.005436893203883495,14,2575,all
2,3206228628,0.029034098321423334,23.372449148745783,805,0.008552049542907697,29,3391,all
3,3206206688,0.019315216762187674,12.825303930092614,664,0.005567928730512249,15,2694,all
4,3206277695,0.03592688007999521,18.61012388143752,518,0.004801396769969445,11,2291,all
5,3206323884,0.12029516561087641,111.03243785883893,923,0.04506279241566117,183,4061,all
6,3206211839,0.02720683184920835,21.194122010533306,779,0.005680025244556642,18,3169,all
7,3200810558,0.04405693082250492,20.574586694109797,467,0.008276533592989289,17,2054,all
8,3200810703,0.01848000453600278,7.872481932337185,426,0.020526315789473684,39,1900,all
9,3200810563,0.026544081995857564,18.103063921174858,682,0.020818875780707843,60,2882,all
10,3206270176,0.022105088342007237,10.389391520743402,470,0.009921671018276762,19,1915,all
11,3206222959,0.04444916452032601,41.11547718130156,925,0.008087659796504044,31,3833,all
12,3206253370,0.021478624699827784,11.104448969810964,517,0.00784799669558034,19,2421,all
13,3206210831,0.02859515313451254,17.271472493245575,604,0.004958047292143402,13,2622,all
14,3206328934,0.024801105237253318,14.607850984742203,589,0.0065040650406504065,16,2460,all
15,3200812225,0.025789997165430845,14.33923842397955,556,0.00046598322460391424,1,2146,all
16,3206225730,0.022977265495265166,16.91126740451516,736,0.0025380710659898475,8,3152,all
17,3206218935,0.014462250378852596,7.3902099435936766,511,0.001786511835640911,4,2239,all
18,3206260932,0.08197354498055108,60.6604232856078,740,0.27071410798706147,1088,4019,all
19,3200812712,0.021117997017656306,6.2298091202086106,295,0.0015255530129672007,2,1311,all
20,3206200618,0.042375528668266,20.509755875440746,484,0.0022036139268400176,5,2269,all
21,3206199353,0.021174610697825575,8.80863805029544,416,0.005681818181818182,10,1760,all
22,3200810698,0.020481090011032575,9.23697159497569,451,0.05048213272830403,89,1763,all
23,3200811894,0.021313521792858257,11.892945160414907,558,0.001215066828675577,3,2469,all
24,3206233243,0.10319128905264004,101.23065456063988,981,0.02358490566037736,100,4240,all
25,3202982093,0.03931098231106133,40.2544458865268,1024,0.02072538860103627,96,4632,all
26,3206258468,0.017671077828871905,11.30948981047802,640,0.0038623595505617976,11,2848,all
27,3206194299,0.04647673012159441,31.18588591158985,671,0.01100070972320795,31,2818,all
28,3206232666,0.09970950659716529,58.62918987913319,588,0.03765690376569038,99,2629,all
29,3207166294,0.03946859359913548,32.877338468079856,833,0.009828009828009828,36,3663,all
30,3206213265,0.025059498609497362,13.68248624078556,546,0.001282051282051282,3,2340,all
31,3200811448,0.024715428011094276,18.536571008320706,750,0.0035714285714285713,11,3080,all
32,3206257161,0.03925769571918915,29.40401409367267,749,0.009535918626827717,30,3146,all
33,3200810270,0.01419050593310876,9.081923797189607,640,0.004130679684566279,11,2663,all
34,3206223311,0.035246010273524475,22.557446575055664,640,0.005165289256198347,15,2904,all
35,3206305426,0.04948285143484368,46.66232890305759,943,0.00813692480359147,29,3564,all
36,3207647413,0.10461443031631457,70.09166831193076,670,0.030977734753146177,64,2066,all
37,3206260927,0.029913645539219234,8.495475333138263,284,0.0039494470774091624,5,1266,all
38,3200809849,0.024535992249811945,20.389409559593727,831,0.004010695187165776,15,3740,all
39,3200807889,0.02969206753303214,18.230929465281733,614,0.014470677837014471,38,2626,all
40,3206245847,0.07607359417958472,70.52022180447503,927,0.02492858997662945,96,3851,all
41,3206313598,0.03686190792046309,24.992373570073973,678,0.008408796895213453,26,3092,all
42,3205295658,0.04012440001416042,35.55021841254613,886,0.006838506049447659,26,3802,all
43,3200810779,0.024087127688426312,10.550161927530725,438,0.0032379924446842958,6,1853,all
44,3206222931,0.017693423941951284,10.916842572183942,617,0.002197802197802198,6,2730,all
45,3206240001,0.02382987650140851,17.205170834016943,722,0.008961168270826419,27,3013,all
46,3206211275,0.22599409234318307,241.58768471486272,1069,0.10711225364181662,500,4668,all
47,3206321007,0.042745871238485236,35.47907312794275,830,0.011497326203208556,43,3740,all
48,3200812374,0.021272749415524653,12.891286145807939,606,0.001918649270913277,5,2606,all
49,3200810760,0.02926943889123822,21.103265440582756,721,0.0027845457709711106,8,2873,all
50,3206235320,0.03366081297318812,24.505071844480952,728,0.009236453201970444,30,3248,all
51,3206201312,0.01994507740624575,15.696775918715405,787,0.00499412455934195,17,3404,all
52,3200810928,0.03112642337144644,20.35668088492597,654,0.006987863184994484,19,2719,all
53,3206190899,0.029355934292236967,15.76413671493125,537,0.00783630822812364,18,2297,all
54,3206234047,0.030919324073310658,20.406753888385033,660,0.004775900073475386,13,2722,all
55,3206211254,0.0376237135754454,26.750460352141683,711,0.0078252363873492,24,3067,all
56,3206195717,0.062153101380072455,67.06319638909818,1079,0.03338669105876972,146,4373,all
57,3206190465,0.0435731280013985,42.832384825374724,983,0.006725918808551525,28,4163,all
58,3200809850,0.2514159070857688,320.806697441441,1276,0.13014259957384036,794,6101,all
59,3200813784,0.02502568706599017,14.56494987240628,582,0.0040192926045016075,10,2488,all
60,3200810283,0.05655123398885304,36.41899468882136,644,0.02112676056338028,57,2698,all
61,3206316965,0.013936411182998784,11.832013094365967,849,0.006993006993006993,23,3289,all
62,3200810876,0.018303925225444037,7.211746538824951,394,0.001141552511415525,2,1752,all
63,3206201313,0.031761529033152686,21.439032097378064,675,0.00719165767709457,20,2781,all
64,3206304580,0.03297148966016894,22.156841051633528,672,0.005499838240051763,17,3091,all
